,question,answer,image_src
153,Strips of tracheal muscle contract after administration of carbachol then relax after administration of epinephrine. The graph shows muscle tension as a function of the log dose of epinephrine under control conditions (solid curve) and in the presence of equal concentrations of antagonists X (dashed curve) and Y (dotted curve).  X and Y are most likely to be which of the following drugs? Drug XDrug Y,"['Clonidine', 'yohimbine', 'Metoprolol', 'propranolol', 'Phentolamine', 'prazosin', 'Prazosin', 'phentolamine', 'Propranolol', 'metoprolol', 'Yohimbine', 'clonidine']",https://www.starttest.com/ITDVersions/19.3.0.1/itdmedia.aspx?data=MjA5ODAyMjc0OCwxOS4zLjAuMSwxNDI3NDc4OCwzMCwyMDA5LEVOVSwyMDA1NDg4NC02NzdFLTQ4MTEtOTQzRS1FQkREOTMwODdBRUYsLDMyLDAsMCwsLDIsMSxlZGdlLDA%3d-zpstdoW6cRE%3d&cv=2&programid=30&language=ENU&urid=6-1330-ENU-CBSSA2022-CBSSA-A0010-1/020858B.GIF
154,Which of the following characteristics of the glucocorticoid receptor is the most likely cause of the persistence of the pharmacologic effects of dexamethasone after the drug is eliminated from the body?,"['Catalyzes formation of stable tyrosine-phosphate bonds', 'Competes with β-arrestin for binding to adrenergic receptors', 'Couples to G proteins with low intrinsic GTPase activity', 'Depletes cellular stores of glutathione', 'Induces proteins that remain functional after the drug is eliminated']",no_image
155,"A 27-year-old man comes to the physician because of fever and cough for  1 month. An x-ray of the chest shows diffuse infiltrates. Tiny intracellular yeast forms are seen on direct smears, and tuberculate macroconidia are seen after culture at room temperature. Which of the following exposures is most consistent with this patient's illness?","['Bird droppings', 'Desert sandstorm', 'Insect bite', 'Moldy hay', 'Rose thorn puncture']",no_image
156,"A 73-year-old man with stage IV colon cancer begins chemotherapy with 5-fluorouracil, irinotecan, and leucovorin. This patient is at greatest risk for developing signs of drug toxicity in which of the following tissues?","['Bone marrow, gut mucosa, and hair follicles', 'Liver, kidney, and endocrine organs', 'Nerves, bone, and heart muscle', 'Skeletal muscle, heart, and bone', 'Trachea, bronchial epithelium, and liver']",no_image
157,"A 28-year-old man is participating in a study of the effect of altitude and conditioning on combat readiness. He is a Special Forces sergeant in the army. While he exercises in an environmental chamber, the ambient Po2 is decreased from 160 mm Hg to 60 mm Hg. The decrease in ambient Po2 will most likely cause an increase in which of the following in this patient?","['Arterial diastolic pressure', 'Arterial pulse pressure', 'Arterial systolic pressure', 'Mean arterial pressure', 'Mean pulmonary artery pressure']",no_image
158,"A 1-year-old African American girl is brought to the physician because of a slow growth rate. At birth she was at the 25th percentile for length and 30th percentile for weight. She has been exclusively breast-fed since birth. Her length and weight are now at the 5th percentile. Physical examination shows bowed legs, swelling of the wrists, and a bulging of the costochondral junctions. Her serum calcium concentration is within the reference range, and her serum phosphorus concentration is decreased. Which of the following sets of serum findings is most likely in this patient? Parathyroid Hormone25-Hydroxyvitamin D","['↑', '↑', '↑', '↓', 'Normal', '↓', '↓', 'normal', '↓', '↑', '↓', '↓']",no_image
159,"A study is conducted to determine if concomitant oral administration of ciprofloxacin and sucralfate results in a decreased plasma ciprofloxacin concentration. Twelve subjects are enrolled in the study; six receive ciprofloxacin only, and six receive both treatments. The half-life is determined, and a 1-week washout period follows. Each subject then receives the other treatment, and half-life is measured again. Which of the following best describes the design of this study?","['Case-control', 'Case series', 'Crossover', 'Historical cohort', 'Prospective cohort']",no_image
160,"A single, oral,  6-mg dose of a short-acting β  2-agonist is studied to determine its pharmacokinetics and pharmacodynamics in young subjects with stable mild asthma. In this group, the Cmax/AUC following oral dosing varies by less than 8%. However, in 30% of subjects, the maximal FEV1 increase is 25% lower than that of the other subjects. Which of the following mechanisms best explains these observations in this subgroup?","['Decreased catechol O-methyltransferase activity in bronchial smooth muscle', 'Decreased phosphodiesterase IV in bronchial smooth muscle', 'Increased gastrointestinal P-glycoprotein', 'Receptor polymorphism with reduced signal transduction', 'Receptor upregulation']",no_image
161,"A 58-year-old woman is brought to the emergency department 6 hours after the sudden onset of left-sided facial, arm, and leg weakness. She has hypertension treated with a diuretic. She reports the sensation of a fluttering heart for 1 week. Her pulse is 125/min and irregular, and blood pressure is 135/80 mm Hg. Physical examination shows a left-sided facial droop. There is flaccid weakness of the left upper and lower extremities. An ECG shows a rapid, irregular ventricular rate with no discernable P waves. Which of the following therapies would best improve function of the weakened muscles over the next 3 hours?","['Acetylcholine agonist', 'Acetylcholine antagonist', 'Antifibrinolytic', 'Fibrinolytic', 'Option is eliminated.Procoagulant']",no_image
162,A 5-year-old boy has severe cholestatic liver disease and poor bile secretion. This patient is also likely to have a deficiency of vitamin E because its absorption requires which of the following?,"['Binding to cholesterol', 'Conversion to an active form by the liver', 'Formation of micelles', 'Intrinsic factor', 'Trypsin']",no_image
163,A 47-year-old man has microscopic blood on urinalysis. A CT scan of the abdomen shows a 5-cm mass in the left kidney. A photomicrograph of tissue obtained on renal biopsy is shown. Which of the following is the most likely diagnosis?,"['Angiomyolipoma', 'Nephroblastoma', 'Oncocytoma', 'Renal cell carcinoma', 'Transitional cell carcinoma']",https://www.starttest.com/ITDVersions/19.3.0.1/itdmedia.aspx?data=NDA3MTcwNzExLDE5LjMuMC4xLDE0Mjc0Nzg4LDMwLDIwMDksRU5VLDc2MEM3ODUxLTUxNjEtNDhGRi1BNjFBLTM1NTVBRDg0NEY3NSwsMzIsMCwwLCwsMiwxLGVkZ2UsMA%3d%3d-w5FlWbgG9sk%3d&cv=2&programid=30&language=ENU&urid=6-1330-ENU-CBSSA2022-CBSSA-A0010-1/097274.jpg
164,"A 34-year-old woman comes to the physician because she has been feeling weepy and overwhelmed since delivering a healthy male newborn  6 weeks ago. She has had fatigue and irritability during this period, and she has had no interest in engaging in activities she used to enjoy prior to the birth of the baby. She also has had difficulty sleeping because she is always listening for sounds indicating that her baby is awake. She says, ""My husband doesn't help me at all with the baby. We argue all the time now."" She then says, ""I feel guilty because I'm not enjoying my baby more. I don't know if I will be a good mother or not."" Physical examination shows no abnormalities. Which of the following statements by the physician is most appropriate?","['""Has it come as a surprise to you how hard parenting is? Many people feel that way.""', '""I\'m concerned about how bad you\'ve been feeling lately. Have you had any thoughts about death or wanting to be dead?""', '""I\'m sure that you\'ll feel better soon. After all, look at your beautiful baby.""', '""Most new mothers feel this way, and sometimes it helps to see a therapist. Would you like me to give you a referral?""', 'Option is eliminated.""Your relationship with your husband sounds strained. I don\'t blame you for being angry with him.""']",no_image
165,"A 28-year-old woman comes to the physician for advice on how to lose weight. She tells the physician that she binges on high-carbohydrate foods two to three times weekly, usually forcing herself to vomit after a binge. She is 168 cm (5 ft 6 in) tall and weighs 63 kg (140 lb); BMI is 23 kg/m2. Which of the following additional physical findings is most likely in this patient?","['Bradycardia', 'Decreased vibratory sensation at the ankles', 'Parotid gland enlargement', 'Sluggish deep tendon reflexes', 'Sparse axillary and pubic hair']",no_image
166,"A 13-year-old girl is brought to the physician because of a mass in the thoracic region that has been enlarging during the past month. She was placed in a foster home  1 year ago. She is at the  70th percentile for height and weight. Breast and pubic hair development is Tanner  stage 2. Physical examination shows a  3-mm, mildly pigmented mass located in the midclavicular line at the  10th rib. The mass has a smooth surface, uniform outer border, and central papule. There are no other pigmented lesions. Which of the following is the most likely diagnosis?","['Accessory nipple', 'Benign pigmented nevus', 'Melanoma', 'Neurofibroma', 'Seborrheic keratosis']",no_image
167,"A 5-year-old boy is brought to the physician by his parents because of lethargy for  1 week. He has a history of occasional colds and ear infections. Physical examination shows mild pitting edema of the lower extremities. Auscultation of the chest and palpation of the abdomen show no abnormalities. Laboratory studies show:Hemoglobin15 g/dLHematocrit45%Leukocyte count7300/mm3Serum cholesterol380 mg/dL Urine  Bloodabsent Protein3+If a kidney biopsy specimen were obtained, light microscopic examination would most likely show which of the following?","['Crescents within the glomerular space', 'Focal segmental glomerulosclerosis', 'Neutrophilic infiltration of the glomerular tuft', 'Thickened glomerular basement membranes', 'No pathologic abnormality']",no_image
168,A 10-year-old boy is brought to the physician by his parents because of increased urinary frequency and progressive fatigue during the past 3 weeks. Physical examination shows no abnormalities. His fasting serum glucose concentration is 350 mg/dL. Urinalysis shows 4+ glucose. Which of the following mechanisms in the proximal tubule is the most likely cause of the glycosuria in this patient?,"['Decreased sodium diffusion across the apical membrane', 'Inhibition of the sodium/glucose cotransporter-1 (SGLT-1) carrier protein', 'Saturation of the glucose transporter protein-1 (GLUT-1) carrier protein', 'Saturation of glucose transporter protein-2 (GLUT-2) carrier protein', 'Option is eliminated.Saturation of the sodium/glucose cotransporter-1 (SGLT-1) carrier protein']",no_image
169,"A 55-year-old man comes to the physician because of a  3-week history of night sweats, weakness, fatigue, loss of appetite, and lumps in his neck. He owns a printing business and works with paints and solvents. Physical examination shows edematous, tender axillary and inguinal lymph nodes. His leukocyte count is 45,570/mm3 (80% large, pleomorphic blasts with Auer rods). Occupational exposure to which of the following most likely contributed to the development of this patient's disease?","['Benzene', 'Cadmium', 'Chlordane', 'Naphthylamine', 'Vinyl chloride']",no_image
170,"A 29-year-old woman comes to the physician because of irregular menstrual periods since menarche at the age of  12 years. She is  160 cm (5 ft 3 in) tall and weighs  86 kg (190 lb); BMI is  34 kg/m2. She is evaluated, and the diagnosis of polycystic ovarian syndrome is made. After explaining the diagnosis, the physician discusses behavioral changes, including dietary modification and exercise as part of her treatment plan. Which of the following is most likely to result in patient adherence to this plan?","[""Ascertain the patient's educational level and provide appropriate publications"", 'Ask the patient to bring a family member or friend to the next appointment', 'Inform the patient of the health consequences of not treating her condition', ""Provide follow-up appointments to assess the patient's progress in attaining her goals"", 'Refer the patient to a support group']",no_image
171,"An investigator is planning to create gene therapy for Leigh syndrome, which is caused by an A→G mutation in the mitochondrial tRNALeu gene. Which of the following is the most likely reason why mitochondria encode their own tRNA?","['Mitochondria cannot import proteins or RNA', 'Mitochondria produce large amounts of reactive oxygen species', 'Mitochondria use a non-standard genetic code', 'The unusually high mitochondrial pH denatures nuclear-encoded tRNA', 'The unusually low mitochondrial pH hydrolyzes nuclear-encoded tRNA']",no_image
172,"An 18-month-old boy is brought to the physician by his parents because of eye pain for 3 days. He has a history of multiple infections since the age of 3 weeks, including upper respiratory tract infections, staphylococcal osteomyelitis, and two episodes of pneumonia (one due to Staphylococcus aureus and the other due to Aspergillus fumigatus). Ophthalmologic examination shows erythema of the conjunctiva of the left eye with a small amount of purulent discharge. Physical examination shows multiple ulcerated lesions with erythematous borders over the face, neck, and back; cervical and axillary lymphadenopathy; and hepatosplenomegaly. Serum IgE, IgG, and IgM concentrations are within the reference ranges. Culture of the conjunctival secretions grows Staphylococcus epidermidis, and culture of several skin lesions grows Staphylococcus aureus. This patient most likely has which of the following immunodeficiency diseases?","['Chédiak-Higashi syndrome', 'Chronic granulomatous disease', 'DiGeorge syndrome', 'Perinatal HIV infection', 'Option is eliminated.Wiskott-Aldrich syndrome']",no_image
173,"A 22-year-old man is brought to the emergency department  30 minutes after a friend found him unconscious on the floor. A drug overdose is suspected. His pulse is  120/min, respirations are  4/min with apparent low tidal volumes, and blood pressure is  120/100 mm Hg. Physical examination shows mild cyanosis. He is intubated and mechanically ventilated with positive pressure ventilation  (rate = 12/min; VT = 7 mL/kg) using  10 cm H2O positive end-expiratory pressure (PEEP). Which of the following sets of findings best describes the effects of the mechanical ventilation with PEEP on this patient's alveolar (PA) and intrapleural (Pip) pressures? Peak Inspiratory PAEnd-Tidal PAPeak Inspiratory PipEnd-Tidal Pip","['Positive', 'positive', 'positive', 'positive', 'Positive', 'zero', 'positive', 'negative', 'Zero', 'zero', 'zero', 'negative', 'Zero', 'negative', 'zero', 'zero', 'Negative', 'positive', 'positive', 'positive', 'Negative', 'zero', 'negative', 'negative']",no_image
174,"A 65-year-old woman with severe sensorineural hearing loss undergoes surgical placement of a cochlear implant. This neural prosthesis converts sound energy to electrical signals, which results in stimulation of which of the following structures?","['Auditory nerve endings in the cochlea', 'Cochlear nerve as it enters the pons', 'Inner hair cells of the cochlea', 'Olivocochlear efferent axons that innervate outer hair cells', 'Oval window of the cochlea']",no_image
175,A 70-year-old woman is brought to the emergency department 30 minutes after she was found unresponsive at home. She appears stuporous. Physical examination shows 2-mm-diameter pupils that are reactive to light. Eye movements are full with ice water caloric stimulation. She withdraws the extremities symmetrically to painful stimuli. An MRI of the brain is shown; the arrowheads indicate abnormalities. Which of the following is most likely to be present in this patient2 months later?,"['Difficulty recognizing familiar faces', 'Hesitant, telegraphic language output', 'Impaired abstraction and problem solving', 'Inability to learn and recall new facts', 'Inappropriate, disinhibited behavior']",https://www.starttest.com/ITDVersions/19.3.0.1/itdmedia.aspx?data=MTc1OTAzNDI1NSwxOS4zLjAuMSwxNDI3NDc4OCwzMCwyMDA5LEVOVSxBNTJBQjUxRi04QjFFLTQ1RDQtQUY3Ri0yNEM1NTY4N0I2RTMsLDMyLDAsMCwsLDIsMSxlZGdlLDA%3d-WeYfuhKjzDs%3d&cv=2&programid=30&language=ENU&urid=6-1330-ENU-CBSSA2022-CBSSA-A0010-1/028776.JPG
176,"A 25-year-old woman comes to the physician because of general malaise and a facial rash for 1 week. She has a 10-year history of episodes of pleurisy and arthritic pain in peripheral joints. Physical examination shows an erythematous malar rash that does not involve the nasolabial folds. Results of cardiolipin antibody, anti-dsDNA, and anti-Sm antibody assays are positive. Which of the following hematologic abnormalities is most likely in this patient?","['Hemolytic uremic syndrome', 'Macrocytic anemia', 'Multiple nucleated erythrocytes', 'Rouleaux formations', 'Thrombocytopenia']",no_image
177,"As part of an annual physical examination, a healthy 50-year-old man has laboratory studies done  8 hours after an overnight fast. His serum glucose concentration is  75 mg/dL. Activation of which of the following receptors in liver cells most likely maintained the serum glucose concentration in this patient?","['Cytokine', 'G protein-coupled', 'Nuclear', 'Serine kinase', 'Tyrosine kinase']",no_image
178,"A 52-year-old woman is admitted to the hospital because of chest pain and shortness of breath for  2 hours. Her pulse is 102/min, respirations are 35/min, and blood pressure is  110/65 mm Hg. Cardiac examination shows a laterally displaced apex, a systolic thrill, and a grade 4/6, crescendo-decrescendo systolic ejection murmur. Cardiac catheterization shows a pulmonary capillary wedge pressure of  40 mm Hg (N=5–16). Which of the following sets of changes in this patient's left ventricle is most likely? StrokeMyocardial OxygenMyocardial OxygenAdenosine WorkConsumptionTensionConcentration","['Increased', 'increased', 'increased', 'decreased', 'Increased', 'increased', 'decreased', 'increased', 'Increased', 'decreased', 'increased', 'increased', 'Increased', 'decreased', 'decreased', 'increased', 'Decreased', 'increased', 'increased', 'increased', 'Decreased', 'increased', 'increased', 'decreased', 'Decreased', 'decreased', 'increased', 'increased', 'Decreased', 'decreased', 'decreased', 'decreased']",no_image
179,"A 21-year-old woman with primary pulmonary hypertension begins treatment with bosentan. As a result, blockade of which of the following is most likely to occur?","['Angiotensin II receptors', 'Calcium channels', 'Endothelin receptors', 'Production of phosphodiesterase 5', 'Voltage-gated sodium channels']",no_image
180,A matched case-control study is conducted to assess the association between the frequent use of tanning beds during teenage years and the development of melanoma. A group of women with melanoma are matched with a group of cancer-free women of the same age and ethnicity. An odds ratio (OR) of  1.4 is obtained. Which of the following 95% confidence intervals for the OR is the most precise statistically significant interval?,"['−0.9 to 0.9', '0.9 to 1.7', '0.98 to 1.01', '1.01 to 1.73', '1.2 to 1.7']",no_image
181,A 19-year-old man comes to the emergency department because of increasingly severe shoulder and abdominal pain for 3 days. His temperature is 39°C(102.2°F). Physical examination shows signs of acute peritonitis. An abdominal x-ray is shown. Which of the following is the most likely cause of this patient's current condition?,"['Ileus', 'Intraperitoneal abscess', 'Nephrolithiasis', 'Perforated viscus', 'Retained foreign body']",https://www.starttest.com/ITDVersions/19.3.0.1/itdmedia.aspx?data=NjIzMjY1MzEzLDE5LjMuMC4xLDE0Mjc0Nzg4LDMwLDIwMDksRU5VLDE4MkI5ODI2LTMyMjAtNDQ2NS05RTVFLTI5RjIyMjU1RTU0NSwsMzIsMCwwLCwsMiwxLGVkZ2UsMA%3d%3d-8k%2bha3vPWZA%3d&cv=2&programid=30&language=ENU&urid=6-1330-ENU-CBSSA2022-CBSSA-A0010-1/030105.JPG
182,"A 32-year-old man comes to the physician because of a 6-month history of progressive drooping of the eyelids and facial weakness. Muscle weakness is exacerbated by use and relieved by rest. If a neoplasm is the cause of these findings, which of the following is the most likely location in this patient?","['Femur', 'Liver', 'Lymph nodes', 'Meninges', 'Thymus']",no_image
183,A 32-year-old woman is found to have panic disorder with agoraphobia. A drug is prescribed that activates benzodiazepine binding sites on the γ-aminobutyric acidA (GABAA) receptor. This drug is most likely which of the following?,"['Alprazolam', 'Buspirone', 'Flumazenil', 'Hydroxyzine', 'Ramelteon']",no_image
184,A 12-year-old girl is brought to the physician because of a rash on her left buttock for the past  2 days. The rash developed after the family returned from a  2-week-long early summer vacation in Maine. Her vital signs are within normal limits. A photograph of the lesion is shown. The likely cause of this patient's infection is taxonomically and morphologically most similar to the infectious agent of which of the following conditions?,"['Bacillary angiomatosis', 'Chancroid', 'Leptospirosis', 'Lymphogranuloma venereum', 'Q fever']",https://www.starttest.com/ITDVersions/19.3.0.1/itdmedia.aspx?data=MTE5MTg0MzAxMiwxOS4zLjAuMSwxNDI3NDc4OCwzMCwyMDA5LEVOVSw3M0JEQkRDNi1CNjI1LTQwQTgtOTUxOS1FNEJCMzQ0MDYwRjEsLDMyLDAsMCwsLDIsMSxlZGdlLDA%3d-ue4xWpBZew0%3d&cv=2&programid=30&language=ENU&urid=6-1330-ENU-CBSSA2022-CBSSA-A0010-1/057883.jpg
185,"A 5-month-old boy is brought to the emergency department because of a3-day history of fever and severe wet cough. His temperature is40.5°C (104.9°F), and respirations are65/min. Crackles are heard over all lung fields. A photomicrograph of a silver-stained specimen obtained via bronchoalveolar lavage is shown. In addition to a lack of expression of human leukocyte antigen-DR molecules by lymphocytes, flow cytometry of a peripheral blood specimen will most likely show markedly decreased populations of which of the following cell types?","['CD4+ T lymphocytes', 'Dendritic cells', 'Monocytes', 'Natural killer cells', 'Segmented neutrophils']",https://www.starttest.com/ITDVersions/19.3.0.1/itdmedia.aspx?data=MTc2OTE4MzgwMiwxOS4zLjAuMSwxNDI3NDc4OCwzMCwyMDA5LEVOVSxDQThGQjQ0MS00OUM3LTQwMTMtQTg2Qy00MDZCM0JFQjhDRjQsLDMyLDAsMCwsLDIsMSxlZGdlLDA%3d-%2fgsGZjPqg8M%3d&cv=2&programid=30&language=ENU&urid=6-1330-ENU-CBSSA2022-CBSSA-A0010-1/029740.JPG
186,"A 68-year-old man with  type 2 diabetes mellitus, hypertension, and hyperlipidemia comes to the physician because of pain with urination, blood in his urine, and fatigue during the past week. He has a  6-month history of increased urinary frequency with small volume and nighttime urination. He has had two episodes of acute cystitis during the past  8 months. His temperature is  38.3°C (100.9°F), pulse is  92/min, respirations are  20/min, and blood pressure is  108/72 mm Hg. Physical examination shows suprapubic tenderness and an enlarged, soft prostate. Ultrasonography shows a bladder diverticulum and enlarged kidneys with dilation of renal pelves and calyces. A urine culture grows Escherichia coli. Which of the following is the most likely underlying cause of this patient's condition?","['Benign prostatic hyperplasia', 'Hypertension', 'Nephrolithiasis', 'Type 2 diabetes mellitus', 'Xanthogranulomatous cystitis']",no_image
187,"A 65-year-old man comes to the physician for a follow-up examination. He has a 15-year history of poorly controlled  type 2 diabetes mellitus, resulting in multiple peripheral neuropathies. Neurologic examination shows wasting of the interosseous muscles of the left hand and inability to abduct the fingers of this hand; plantar flexion of the right foot is absent. The function of which of the following pairs of nerves is most likely impaired in this patient?","['Median and common fibular (peroneal)', 'Median and tibial', 'Radial and common fibular (peroneal)', 'Radial and tibial', 'Ulnar and common fibular (peroneal)', 'Ulnar and tibial']",no_image
188,"An investigator is conducting a study of the lipopolysaccharide synthesis pathway. During the study, a polymerase chain reaction test is developed that detects a gene involved in lipid A biosynthesis. Which of the following organisms is most likely to yield a positive result using this polymerase chain reaction test?","['Candida albicans', 'Clostridium difficile', 'Mycoplasma pneumoniae', 'Pasteurella multocida', 'Staphylococcus aureus']",no_image
189,"When control lymphocytes are treated with corticosteroids, a majority of cells shrink in size and develop peripheral chromatin condensation; cytoplasmic organelles are intact. DNA isolated from the control lymphocytes, electrophoresed on an agarose gel and stained with ethidium bromide, shows a ladder of regularly spaced bands. When lymphocytes from the same culture are transfected so that they overexpress Gene X, which encodes a normal protein product, the cells continue to proliferate and do not undergo any of the morphologic changes seen in the control cells. Gene X is most likely to encode which of the following?","['BCL2 protein', 'ERBB2 protein', 'p53 protein', 'Platelet-derived growth factor', 'Rb protein']",no_image
190,"A 48-year-old man begins furosemide therapy for pedal edema associated with biventricular failure and hypertension. Five days later, the edema is not fully resolved, and his serum potassium concentration has decreased from  4.2 mEq/L to  3 mEq/L. A drug with which of the following actions should be added to this patient's medication regimen?","['Blocks basolateral K+ channels in the collecting duct', 'Decreases the luminal permeability to Na+ in the collecting duct', 'Increases the delivery of Na+ and K+ to the collecting duct', 'Increases the negative charge of the luminal tubule fluid', 'Stimulates Na+–K+ ATPase in the collecting duct']",no_image
191,"A male newborn is delivered vaginally at 39 weeks' gestation to a  24-year-old primigravid woman. The pregnancy was complicated by polyhydramnios. Soon after birth, the newborn has frothing at the mouth, cyanosis, and respiratory distress. An unsuccessful attempt is made to pass a nasogastric tube. An  x-ray shows an air-distended stomach. Which of the following is the most likely cause of these findings in this patient?","['Abnormality of aortic arch resulting in vascular ring', 'Deviation of the tracheoesophageal septum', 'Failure of re-formation of duodenal lumen', 'Hypertrophy of pyloric muscle', 'Incomplete formation of the tracheal cartilage rings']",no_image
192,A 60-year-old woman comes to the physician because of a 1-month history of bleeding from a lesion on her nose. She has no history of major medical illness and takes no medications. Physical examination shows a 1-cm lesion on the right naris. Microscopic examination of a biopsy specimen of the mass shows neoplastic cells that exhibit dense pigment granules. Which of the following is the most likely diagnosis?,"['Actinic keratosis', 'Basal cell carcinoma', 'Melanoma', 'Rhabdomyosarcoma', 'Squamous cell carcinoma']",no_image
193,"A 52-year-old woman comes to the emergency department because of a  2-week history of progressive shortness of breath and fatigue. Her pulse is  102/min, respirations are  22/min, and blood pressure is  100/80 mm Hg. Physical examination shows muffled breath sounds. Echocardiography shows a large pericardial effusion. Pericardiocentesis yields cloudy, serosanguineous fluid. Analysis of the fluid shows an increased protein concentration, numerous RBCs, and a small number of WBCs, indicative of malignancy. Metastasis from which of the following sites is the most likely cause of the findings in this patient?","['Bladder', 'Breast', 'Colon', 'Ovaries', 'Stomach']",no_image
194,"A 22-year-old man comes to the physician because of a2-month history of foul-smelling, watery diarrhea with significant flatulence; he also has had a4.5-kg (10-lb) weight loss during this period. He recently returned from a trip to rural Indonesia, where he did not always have access to clean water. He appears thin. Physical examination shows a soft, mildly distended abdomen with active bowel sounds. A photomicrograph of a stool specimen is shown. The most appropriate pharmacotherapy has which of the following mechanisms of action?","['Enhancement of cell membrane permeability to chloride ions', 'Formation of destructive free radicals', 'Inhibition of DNA polymerase', 'Inhibition of protein synthesis', 'Prevention of microtubule assembly']",https://www.starttest.com/ITDVersions/19.3.0.1/itdmedia.aspx?data=ODI5NDA0MTQ3LDE5LjMuMC4xLDE0Mjc0Nzg4LDMwLDIwMDksRU5VLDU3MTcyRjZGLTQ4OEUtNEYzNy04Njc0LUU5MjA0NDFGNDZCNywsMzIsMCwwLCwsMiwxLGVkZ2UsMA%3d%3d-35Cf79%2bIcCU%3d&cv=2&programid=30&language=ENU&urid=6-1330-ENU-CBSSA2022-CBSSA-A0010-1/016711B.JPG
195,"A 72-year-old woman with coronary artery disease comes to the physician because of a  2-month history of progressive angina symptoms with exertion. Five months ago, the patient underwent stent placement for significant stenoses of the proximal anterior interventricular (left anterior descending) and right coronary arteries. She remained symptom-free for  3 months. Her pulse is  76/min and regular, and blood pressure is  135/85 mm Hg. An ECG at rest shows no abnormalities; an exercise stress test shows ST-segment changes in leads II, III, and aVF. Which of the following is the most likely cause of this patient's recurrent angina symptoms?","['Aneurysm of the right coronary artery', 'Dissection of the right coronary artery', 'Neointima formation in the right coronary stent', 'Thrombosis of the right coronary stent', 'Vasospasm in the stented right coronary artery']",no_image
196,"A 35-year-old woman, gravida 1, para 1, comes to the physician for a follow-up examination  1 month after delivering a healthy male newborn. During her pregnancy, she was diagnosed with gestational diabetes. Her mother and sister also developed this condition during pregnancy. Today, laboratory studies show a serum glucose concentration of  100 mg/dL. This patient most likely has decreased activity of which of the following enzymes?","['D13 kinase', 'Glucokinase', 'Mevalonate kinase', 'Phosphofructokinase', 'Pyruvate kinase']",no_image
197,"A 70-year-old man comes to the physician because of a 4-month history of fatigue and cough productive of blood-tinged sputum. He has a history of hyperlipidemia. He had smoked1 pack of cigarettes daily for30 years until he quit5 years ago. His temperature is37.2°C (99°F), pulse is120/min, respirations are20/min, and blood pressure is130/85 mm Hg. Diffuse crackles and wheezes are heard on inspiration. A chestx-ray is shown. Serum studies show:Na+138 mEq/LK+5.0 mEq/LCl–102 mEq/LHCO3–24 mEq/LCa2+15 mg/dLIn addition to intravenous hydration and induction of diuresis to treat his hypercalcemia, it is most appropriate for this patient to begin therapy with a drug that inhibits the activity of which of the following cells?","['Chondroblasts', 'Chondrocytes', 'Osteoblasts', 'Osteoclasts', 'Parathyroid cells']",https://www.starttest.com/ITDVersions/19.3.0.1/itdmedia.aspx?data=NzA3MDg0MDA4LDE5LjMuMC4xLDE0Mjc0Nzg4LDMwLDIwMDksRU5VLEQzMzEyMjRGLTlDQjktNEY1QS1BMjc5LTE2QTAwODNFQUVEOSwsMzIsMCwwLCwsMiwxLGVkZ2UsMA%3d%3d-tWPRMicr8VQ%3d&cv=2&programid=30&language=ENU&urid=6-1330-ENU-CBSSA2022-CBSSA-A0010-1/019570.JPG
198,"A 28-year-old woman comes to the physician because of a  1-week history of fatigue, muscle pain, and generalized weakness. She is unable to climb stairs because of the symptoms. She also has a  1-month history of a rash on her face, elbows, and knuckles. Her temperature is  38.3°C (100.9°F), pulse is  100/min, respirations are  20/min, and blood pressure is  115/65 mm Hg. Physical examination shows the findings in the photographs. There is also proximal muscle weakness of the lower extremities bilaterally. Which of the following is the most likely diagnosis?","['Dermatomyositis', 'Guillain-Barré syndrome', 'Nephrotic syndrome', 'Psoriasis', 'Systemic lupus erythematosus']",https://www.starttest.com/ITDVersions/19.3.0.1/itdmedia.aspx?data=MTk0MTEyNTY5NiwxOS4zLjAuMSwxNDI3NDc4OCwzMCwyMDA5LEVOVSw1NjFGOUE1NS02NUEwLTQyNzctQTZGRS0zMzFGNDkxMDRDMjgsLDMyLDAsMCwsLDIsMSxlZGdlLDA%3d-k%2bKylHjJAGo%3d&cv=2&programid=30&language=ENU&urid=6-1330-ENU-CBSSA2022-CBSSA-A0010-1/069778.jpg
199,"A 19-year-old woman comes to the physician  6 hours after the sudden onset of left-sided, cramping abdominal pain. She does not have nausea. She also has a  3-week history of pain with sexual intercourse, and she is sexually active with three male partners. Her last menses started  5 days ago. Current medication is an oral contraceptive. Her temperature is  38°C (100.4°F). Physical examination shows a normal cervix with no discharge. Bimanual examination shows tenderness and fullness on the left side compared with the right, and cervical motion tenderness. A urine pregnancy test result is negative. Which of the following structures is most likely affected by this patient's current condition?","['Appendix', 'Bladder', 'Endometrium', 'Kidney', 'Peritoneum', 'Uterine (fallopian) tube']",no_image
